symbol,company,series,last_close,market_cap_cr,median_turnover_cr,median_trades,band_pct,gsm_stage,asm,exclude_reason,mcap_pending
GLAND,Gland Pharma Limited,EQ,2888.0,46499.0,128.652,39121.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PNB,Punjab National Bank,EQ,115.4,129537.0,127.097,42422.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DELHIVERY,Delhivery Limited,EQ,470.2,36101.0,126.981,35595.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
COCHINSHIP,Cochin Shipyard Limited,EQ,1535.0,37436.0,120.798,29266.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
WAAREEENER,Waaree Energies Limited,EQ,2640.0,77096.0,120.227,27996.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GAJA,Gaja Alternative Asset Management Limited,EQ,158.66,,119.569,49449.0,20.0,,,"listed 2d ago — under a year of history, no trend to read",False
ANGELONE,Angel One Limited,EQ,294.0,26680.0,118.996,40137.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SIEMENS,Siemens Limited,EQ,4089.0,133901.0,118.988,22870.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MARICO,Marico Limited,EQ,829.65,113044.0,117.961,42908.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BANDHANBNK,Bandhan Bank Limited,EQ,168.25,28359.0,117.459,44093.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
APLAPOLLO,APL Apollo Tubes Limited,EQ,2265.6,50520.0,117.135,30129.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,1191.0,112399.0,117.067,29621.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SBIFUNDS,SBI Funds Management Limited,EQ,563.8,,116.739,49498.0,10.0,,,"listed 38d ago — under a year of history, no trend to read",False
OLAELEC,Ola Electric Mobility Limited,EQ,38.98,,116.718,66968.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
IIFL,IIFL Finance Limited,EQ,659.25,26023.0,116.333,31890.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
FORTIS,Fortis Healthcare Limited,EQ,926.75,71344.0,115.619,34552.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JUBLFOOD,Jubilant Foodworks Limited,EQ,490.45,33438.0,115.038,37502.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CIPLA,Cipla Limited,EQ,1423.5,119012.0,114.577,36018.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LTF,L&T Finance Limited,EQ,314.3,78001.0,113.614,39511.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BIOCON,Biocon Limited,EQ,411.1,67722.0,112.675,31601.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AZAD,Azad Engineering Limited,EQ,2850.5,18040.0,111.58,30424.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PPLPHARMA,Piramal Pharma Limited,EQ,218.68,26042.0,111.367,52292.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LOTUSDEV,Sri Lotus Developers and Realty Limited,BE,176.54,,110.199,14225.0,5.0,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news,False
NAVINFLUOR,Navin Fluorine International Limited,EQ,8517.5,42105.0,108.872,22907.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IDFCFIRSTB,IDFC First Bank Limited,EQ,83.12,69616.0,108.736,46449.0,,,,"not penny/nano — too big on both arms: a Rs83 share of a Rs69,616 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
WOCKPHARMA,Wockhardt Limited,EQ,1977.1,30651.0,107.881,28702.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
IOC,Indian Oil Corporation Limited,EQ,137.1,197937.0,107.578,50955.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,2515.0,65592.0,107.394,26342.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,2612.9,29772.0,107.326,25857.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NEULANDLAB,Neuland Laboratories Limited,EQ,23205.0,29395.0,107.323,17548.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INDUSINDBK,IndusInd Bank Limited,EQ,994.0,78350.0,106.403,31454.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
WABAG,VA Tech Wabag Limited,EQ,2086.1,12611.0,104.54,35009.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AEGISLOG,Aegis Logistics Limited,EQ,1289.4,49768.0,104.492,33172.0,10.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
URBANCO,Urban Company Limited,EQ,168.41,,104.451,37533.0,20.0,,,"listed 345d ago — under a year of history, no trend to read",False
MPHASIS,MphasiS Limited,EQ,2455.0,46383.0,103.423,27330.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,1194.4,80029.0,102.081,35118.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,1562.0,81870.0,101.642,27426.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GODREJPROP,Godrej Properties Limited,EQ,2029.1,63429.0,101.194,24522.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TATSILV,,,23.37,,101.188,48416.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
PNBHOUSING,PNB Housing Finance Limited,EQ,1169.9,30497.0,100.375,35236.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VMM,Vishal Mega Mart Limited,EQ,107.0,50169.0,99.635,40139.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INDHOTEL,The Indian Hotels Company Limited,EQ,706.4,105128.0,98.079,23838.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHANKESH,Shankesh Jewellers Limited,EQ,91.73,,98.062,43979.0,20.0,,,"listed 3d ago — under a year of history, no trend to read",False
VISL,Vedanta Iron and Steel Limited,EQ,38.59,,97.269,47054.0,5.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; listed 74d ago — under a year of history, no trend to read; closed at circuit on 24% of sessions — a stop cannot fill in a locked market",False
PATANJALI,Patanjali Foods Limited,EQ,348.45,38584.0,96.896,40793.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RRKABEL,R R Kabel Limited,EQ,2905.2,33019.0,95.837,31980.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SBICARD,SBI Cards and Payment Services Limited,EQ,641.05,62713.0,95.809,30861.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ABCAPITAL,Aditya Birla Capital Limited,EQ,405.55,111734.0,95.467,37996.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
YESBANK,Yes Bank Limited,EQ,22.1,72033.0,95.43,60772.0,,,,"not penny/nano — too big on both arms: a Rs22 share of a Rs72,033 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
GODREJCP,Godrej Consumer Products Limited,EQ,915.0,107447.0,94.048,28036.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KTKBANK,The Karnataka Bank Limited,EQ,330.35,11727.0,93.066,32818.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KPITTECH,KPIT Technologies Limited,EQ,609.4,16405.0,92.757,27663.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ANANTRAJ,Anant Raj Limited,EQ,606.15,22474.0,92.284,27784.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ACUTAAS,Acutaas Chemicals Limited,EQ,3281.6,27743.0,91.953,33836.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
JINDALSTEL,JINDAL STEEL LIMITED,EQ,1179.2,112455.0,91.817,25955.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
UNOMINDA,UNO Minda Limited,EQ,1276.0,74205.0,91.812,26776.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RVNL,Rail Vikas Nigam Limited,EQ,214.22,48660.0,91.681,33601.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
STYLEBAAZA,Baazar Style Retail Limited,EQ,410.8,,91.678,11219.5,5.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; closed at circuit on 50% of sessions — a stop cannot fill in a locked market",False
OIL,Oil India Limited,EQ,482.85,74596.0,91.599,26996.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,98.31,113192.0,91.496,36762.0,,,,"not penny/nano — too big on both arms: a Rs98 share of a Rs113,192 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,376.6,53618.0,90.493,43521.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AMBUJACEM,Ambuja Cements Limited,EQ,412.05,107841.0,89.236,28373.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BELRISE,Belrise Industries Limited,EQ,229.87,22416.0,89.097,37871.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ASTERDM,Aster DM Quality Care Limited,EQ,748.4,75809.0,88.851,52761.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,168.53,29784.0,88.815,32867.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,67.85,13989.0,88.346,44012.0,20.0,,,"not penny/nano — too big on both arms: a Rs68 share of a Rs13,989 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
BANKINDIA,Bank of India,EQ,144.0,65008.0,87.514,32706.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
UPL,UPL Limited,EQ,571.0,48356.0,87.412,25643.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GESHIP,The Great Eastern Shipping Company Limited,EQ,1339.6,18721.0,86.23,39751.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RKFORGE,Ramkrishna Forgings Limited,EQ,751.25,13427.0,85.517,33377.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CAMS,Computer Age Management Services Limited,EQ,762.0,19553.0,84.844,40156.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
UNITDSPR,United Spirits Limited,EQ,1510.0,110259.0,84.838,21886.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MFSL,Max Financial Services Limited,EQ,1564.4,51677.0,84.356,31893.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RBLBANK,RBL Bank Limited,EQ,382.0,60842.0,84.352,29935.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
THANGAMAYL,Thangamayil Jewellery Limited,EQ,5440.5,17056.0,84.08,21471.0,5.0,,,5% circuit band — cannot exit on bad news; closed at circuit on 28% of sessions — a stop cannot fill in a locked market,False
JYOTICNC,Jyoti CNC Automation Limited,EQ,1039.4,17837.0,83.843,31646.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HAVELLS,Havells India Limited,EQ,1222.9,79575.0,83.339,25017.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HEG,HEG Limited,EQ,737.35,13007.0,82.846,27403.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LICHSGFIN,LIC Housing Finance Limited,EQ,535.0,27737.0,82.09,33653.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PGEL,PG Electroplast Limited,EQ,585.85,18084.0,80.922,24689.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TATATECH,Tata Technologies Limited,EQ,834.35,33335.0,80.92,36260.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MANKIND,Mankind Pharma Limited,EQ,2382.9,101432.0,80.884,18184.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AVALON,Avalon Technologies Limited,EQ,2231.7,14609.0,80.27,36209.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,2123.1,30571.0,80.254,35698.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
360ONE,360 ONE WAM LIMITED,EQ,1200.0,46194.0,80.016,29688.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PAGEIND,Page Industries Limited,EQ,35985.0,45034.0,79.351,9229.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHILPAMED,Shilpa Medicare Limited,EQ,903.8,15939.0,79.33,32646.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
JSWINFRA,JSW Infrastructure Limited,EQ,342.95,78218.0,79.242,37005.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CONCOR,Container Corporation of India Limited,EQ,516.0,38477.0,78.997,32333.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SAGILITY,SAGILITY LIMITED,EQ,46.34,20443.0,78.692,36893.0,,,,"not penny/nano — too big on both arms: a Rs46 share of a Rs20,443 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
PWL,Physicswallah Limited,EQ,119.46,,78.27,38399.0,20.0,,,"listed 283d ago — under a year of history, no trend to read",False
TECHNOCRAF,Technocraft Ventures Limited,EQ,373.83,,78.019,33968.0,20.0,,,"listed 14d ago — under a year of history, no trend to read",False
INDIANB,Indian Bank,EQ,882.4,112674.0,77.962,27635.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VOLTAS,Voltas Limited,EQ,1200.0,42519.0,77.656,26089.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LLOYDSME,Lloyds Metals And Energy Limited,EQ,1810.2,105033.0,77.609,22462.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RAIN,Rain Industries Limited,EQ,199.31,7016.0,77.174,30611.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LGEINDIA,LG Electronics India Limited,EQ,1691.4,,76.795,30124.0,10.0,,,"listed 318d ago — under a year of history, no trend to read",False
KWIL,Kwality Wall's (India) Limited,EQ,45.55,,76.71,34930.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; listed 193d ago — under a year of history, no trend to read",False
JSWENERGY,JSW Energy Limited,EQ,535.3,99916.0,76.074,28146.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SAMMAANCAP,Sammaan Capital Limited,EQ,145.8,18867.0,75.987,20140.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KFINTECH,Kfin Technologies Limited,EQ,949.95,16937.0,75.713,21737.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MAHABANK,Bank of Maharashtra,EQ,83.8,65864.0,75.603,47505.0,,,,"not penny/nano — too big on both arms: a Rs84 share of a Rs65,864 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,1038.3,52387.0,75.079,28612.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LIQUID1,,,1120.45,,75.015,727.0,5.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news,False
PRESTIGE,Prestige Estates Projects Limited,EQ,1588.0,69615.0,74.989,19075.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TIINDIA,Tube Investments of India Limited,EQ,2840.0,53658.0,74.561,28466.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CPPLUS,Aditya Infotech Limited,EQ,3576.6,,74.0,25800.0,5.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news",False
GOLDIETF,,,135.62,,73.554,28068.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,86.74,13940.0,73.225,31777.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
CARTRADE,Cartrade Tech Limited,EQ,3014.6,13143.0,72.903,29325.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PHOENIXLTD,The Phoenix Mills Limited,EQ,1917.0,69029.0,72.899,23808.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ICICIAMC,ICICI Prudential Asset Management Company Limited,EQ,3139.6,,71.423,24626.0,10.0,,,"listed 252d ago — under a year of history, no trend to read",False
LASERPOWER,Laser Power & Infra Limited,EQ,325.65,,71.261,25983.0,10.0,,,"listed 43d ago — under a year of history, no trend to read",False
TATAELXSI,Tata Elxsi Limited,EQ,3685.0,22882.0,69.88,17958.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TIMETECHNO,Time Technoplast Limited,EQ,186.29,10114.0,69.274,26256.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TATAGOLD,,,15.36,,68.256,67548.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
SILVERIETF,,,240.53,,68.101,18130.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
SRF,SRF Limited,EQ,2589.9,77515.0,67.639,21227.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,408.0,6208.0,67.423,34854.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CGCL,Capri Global Capital Limited,EQ,257.98,21555.0,67.28,30948.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INOXWIND,Inox Wind Limited,EQ,71.79,13302.0,66.958,30279.0,,,,"not penny/nano — too big on both arms: a Rs72 share of a Rs13,302 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,654.85,15423.0,66.214,34690.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DABUR,Dabur India Limited,EQ,386.0,72732.0,66.043,26328.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RBA,Restaurant Brands Asia Limited,EQ,100.97,7419.0,64.98,27134.0,10.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
VEDPOWER,Vedanta Power Limited,EQ,36.64,,64.962,45105.0,20.0,,,"listed 74d ago — under a year of history, no trend to read",False
MVELECTRO,MV Electrosystems Limited,EQ,719.55,,64.514,27450.0,20.0,,,"listed 22d ago — under a year of history, no trend to read",False
GODFRYPHLP,Godfrey Phillips India Limited,EQ,2123.7,35657.0,64.416,19692.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NAZARA,Nazara Technologies Limited,EQ,374.6,13579.0,63.905,15397.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PREMIERENE,Premier Energies Limited,EQ,1013.9,46403.0,63.651,27239.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CUB,City Union Bank Limited,EQ,222.24,21005.0,62.22,38397.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,811.4,12444.0,61.969,26600.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
ACMESOLAR,Acme Solar Holdings Limited,EQ,393.7,26274.0,61.636,35481.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HDFCSILVER,,,230.34,,61.432,12965.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
IRFC,Indian Railway Finance Corporation Limited,EQ,83.9,114506.0,61.058,39342.0,,,,"not penny/nano — too big on both arms: a Rs84 share of a Rs114,506 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
PARADEEP,Paradeep Phosphates Limited,EQ,165.88,15515.0,61.01,31398.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JNPR,Juniper Green Energy Limited,EQ,258.23,,60.68,42058.0,10.0,,,"listed 22d ago — under a year of history, no trend to read",False
ALKEM,Alkem Laboratories Limited,EQ,5355.0,67196.0,60.169,16890.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
