symbol,market_cap_cr,current_price,pe,roce_pct,roe_pct,book_value,sales_growth_ttm,sales_growth_3y,sales_growth_5y,profit_growth_ttm,profit_growth_3y,profit_growth_5y,np_latest_q,np_yoy_q,loss_to_profit,opm_latest_q,opm_yoy_q,np_yoy_streak,opm_yoy_streak,sales_latest_q,sales_yoy_q,sales_yoy_pct,sales_yoy_streak,debt_cr,debt_3y_ago_cr,debt_to_equity,cfo_last_cr,equity_cap_now,equity_cap_3y_ago,reserves_now,reserves_3y_ago,shares_out_cr,promoter_pct,promoter_pct_4q_ago,fii_pct,fii_pct_4q_ago,dii_pct,dii_pct_4q_ago,pledge_pct,fetched_at,source
NTPCGREEN,81162.0,96.3,134.0,3.53,2.79,22.5,42.0,156.0,,9.0,45.0,,305.0,220.0,False,89.0,89.0,1.0,0.0,1107.0,680.0,62.8,7.0,31716.0,6137.0,1.67,2386.0,8426.0,4720.0,10539.0,168.0,842.6,89.01,89.01,1.67,1.79,5.21,4.63,,2026-07-26T07:27:34,https://www.screener.in/company/NTPCGREEN/consolidated/
OIL,74596.0,459.0,11.3,11.6,12.3,357.0,7.0,-2.0,14.0,2.0,-9.0,12.0,2424.0,1497.0,False,35.0,29.0,1.0,1.0,9293.0,8808.0,5.5,1.0,37478.0,18832.0,0.65,10684.0,1627.0,1084.0,56372.0,37397.0,162.7,56.66,56.66,7.28,7.56,20.13,19.21,,2026-08-02T07:26:10,https://www.screener.in/company/OIL/consolidated/
POLICYBZR,74101.0,1602.0,111.0,10.3,9.75,158.0,37.0,38.0,50.0,112.0,50.0,42.0,261.0,170.0,False,10.0,7.0,9.0,9.0,2061.0,1508.0,36.7,9.0,360.0,227.0,0.05,41.0,93.0,90.0,7219.0,5386.0,46.5,,,37.29,43.64,40.42,26.63,,2026-08-02T07:23:39,https://www.screener.in/company/POLICYBZR/consolidated/
PIIND,42096.0,2775.0,35.0,15.0,11.2,740.0,-16.0,1.0,8.0,-28.0,-1.0,10.0,200.0,330.0,False,22.0,25.0,0.0,0.0,1565.0,1787.0,-12.4,0.0,342.0,46.0,0.03,474.0,15.0,15.0,11215.0,7183.0,15.0,46.09,46.09,14.83,16.42,31.5,30.26,,2026-08-09T05:51:07,https://www.screener.in/company/PIIND/consolidated/
PAGEIND,45034.0,40375.0,57.0,64.4,54.3,1347.0,6.0,4.0,13.0,8.0,11.0,18.0,179.0,164.0,False,21.0,21.0,1.0,0.0,1253.0,1098.0,14.1,9.0,277.0,406.0,0.18,794.0,11.0,11.0,1491.0,1360.0,1.1,42.89,42.89,18.91,23.2,32.93,28.52,,2026-08-02T07:26:43,https://www.screener.in/company/PAGEIND/
PATANJALI,38584.0,355.0,19.2,12.0,16.5,120.0,18.0,,,55.0,,,524.0,359.0,False,4.0,5.0,3.0,0.0,11156.0,9692.0,15.1,8.0,2789.0,8079.0,0.21,-333.0,218.0,65.0,12879.0,-4772.0,109.0,68.25,68.81,8.53,12.24,11.05,11.85,,2026-08-02T07:25:57,https://www.screener.in/company/PATANJALI/consolidated/
PETRONET,42090.0,281.0,10.8,22.7,18.6,149.0,-15.0,-10.0,11.0,-1.0,6.0,6.0,1371.0,1095.0,False,20.0,12.0,1.0,3.0,9442.0,12316.0,-23.3,0.0,2341.0,3345.0,0.11,4750.0,1500.0,1500.0,20785.0,13765.0,150.0,50.0,50.0,26.27,28.03,13.68,11.65,,2026-08-09T05:50:50,https://www.screener.in/company/PETRONET/consolidated/
PRESTIGE,69615.0,1616.0,61.1,10.4,7.53,378.0,67.0,15.0,12.0,116.0,18.0,21.0,271.0,312.0,False,32.0,38.0,0.0,0.0,2675.0,2307.0,16.0,5.0,17659.0,9420.0,1.09,3223.0,431.0,401.0,15842.0,9574.0,43.1,60.95,60.95,13.27,15.74,23.51,20.68,,2026-08-02T07:25:42,https://www.screener.in/company/PRESTIGE/consolidated/
RVNL,48660.0,233.0,55.6,10.8,9.02,47.1,2.0,0.0,6.0,-32.0,-13.0,-2.0,182.0,455.0,False,4.0,7.0,0.0,0.0,6696.0,6427.0,4.2,3.0,4818.0,6441.0,0.49,-1889.0,2085.0,2085.0,7737.0,5161.0,208.5,72.84,72.84,2.41,4.66,6.6,6.39,,2026-08-09T05:47:48,https://www.screener.in/company/RVNL/consolidated/
SBICARD,62713.0,659.0,27.6,10.1,14.7,165.0,8.0,13.0,16.0,21.0,-1.0,17.0,664.0,556.0,False,15.0,13.0,4.0,1.0,,,,,,,,493.0,952.0,946.0,14774.0,8884.0,95.2,68.86,68.59,8.98,10.1,18.13,17.76,,2026-08-09T05:49:07,https://www.screener.in/company/SBICARD/
SJVN,26558.0,67.6,41.4,5.57,4.52,36.2,47.0,16.0,13.0,-22.0,-23.0,-19.0,-118.0,-128.0,False,61.0,48.0,2.0,9.0,1496.0,504.0,196.8,8.0,32278.0,14059.0,2.27,1860.0,3930.0,3930.0,10309.0,9930.0,393.0,81.85,81.85,2.79,2.55,3.74,4.32,,2026-07-26T07:28:10,https://www.screener.in/company/SJVN/consolidated/
SRF,77515.0,2615.0,34.6,14.6,14.3,474.0,13.0,2.0,13.0,57.0,-4.0,10.0,759.0,432.0,False,25.0,22.0,7.0,1.0,5033.0,3819.0,31.8,9.0,5083.0,4478.0,0.36,2554.0,297.0,297.0,13745.0,10030.0,29.7,50.26,50.26,15.45,17.98,22.44,19.53,,2026-08-09T05:47:31,https://www.screener.in/company/SRF/consolidated/
SCHAEFFLER,63197.0,4043.0,50.4,27.3,20.2,393.0,20.0,12.0,,24.0,10.0,,326.0,287.0,False,18.0,18.0,9.0,0.0,2761.0,2353.0,17.3,9.0,48.0,51.0,0.01,1290.0,31.0,31.0,6116.0,4774.0,15.5,74.13,74.13,4.36,4.46,16.21,16.13,,2026-08-16T05:18:59,https://www.screener.in/company/SCHAEFFLER/consolidated/
SUNDARMFIN,49669.0,4470.0,21.8,9.44,15.0,1341.0,14.0,21.0,13.0,19.0,17.0,13.0,636.0,475.0,False,31.0,27.0,6.0,1.0,,,,,,,,-5892.0,110.0,110.0,14783.0,9810.0,11.0,37.21,37.22,18.58,19.06,8.0,7.37,,2026-08-16T05:19:18,https://www.screener.in/company/SUNDARMFIN/consolidated/
SUZLON,71276.0,52.3,22.5,35.1,40.6,6.96,54.0,41.0,38.0,52.0,165.0,46.0,1114.0,1181.0,False,18.0,18.0,0.0,0.0,5493.0,3790.0,44.9,9.0,556.0,1938.0,0.06,1202.0,2745.0,2454.0,6719.0,-1355.0,1372.5,11.7,11.73,24.15,22.7,11.12,10.14,,2026-07-26T07:26:06,https://www.screener.in/company/SUZLON/consolidated/
TATACOMM,50026.0,1755.0,48.1,14.6,32.6,121.0,8.0,12.0,8.0,0.0,-15.0,-4.0,130.0,190.0,False,19.0,19.0,0.0,0.0,6583.0,5960.0,10.5,9.0,12249.0,8577.0,3.55,4479.0,285.0,285.0,3162.0,1233.0,28.5,58.86,58.86,13.75,13.61,19.85,19.03,,2026-08-09T05:52:26,https://www.screener.in/company/TATACOMM/consolidated/
TATAELXSI,22882.0,3673.0,224.0,60.0,39.3,45.5,10.0,16.0,17.0,41.0,43.0,16.0,30.0,22.0,False,20.0,22.0,8.0,0.0,231.0,212.0,9.0,9.0,0.0,34.0,0.0,143.0,31.0,31.0,252.0,161.0,3.1,43.9,43.9,9.85,12.53,11.03,10.37,,2026-08-02T07:25:09,https://www.screener.in/company/TATAELXSI/consolidated/
TATAINVEST,33216.0,656.0,77.1,1.57,1.44,578.0,31.0,13.0,20.0,32.0,20.0,23.0,144.0,146.0,False,92.0,92.0,0.0,0.0,152.0,145.0,4.8,5.0,1.0,240.0,0.0,279.0,51.0,51.0,29171.0,19521.0,51.0,73.38,73.38,2.66,2.69,0.56,0.53,,2026-08-17T06:07:33,https://www.screener.in/company/TATAINVEST/consolidated/
TORNTPOWER,68067.0,1351.0,29.3,13.7,12.5,379.0,4.0,4.0,19.0,-15.0,4.0,12.0,662.0,742.0,False,19.0,19.0,0.0,0.0,8124.0,7906.0,2.8,1.0,13971.0,10541.0,0.73,5464.0,504.0,481.0,18571.0,10529.0,50.4,51.09,51.09,8.53,8.82,22.69,22.16,,2026-08-09T05:50:43,https://www.screener.in/company/TORNTPOWER/consolidated/
TIINDIA,53658.0,2772.0,81.2,17.1,9.95,400.0,17.0,15.0,30.0,-3.0,-11.0,17.0,234.0,158.0,False,9.0,7.0,1.0,1.0,6215.0,5150.0,20.7,9.0,754.0,726.0,0.1,1161.0,19.0,19.0,7732.0,3931.0,19.0,43.93,44.09,22.35,25.45,21.01,17.71,,2026-08-09T05:48:58,https://www.screener.in/company/TIINDIA/consolidated/
UNOMINDA,74205.0,1285.0,60.7,19.6,19.3,118.0,19.0,20.0,25.0,19.0,23.0,43.0,316.0,309.0,False,10.0,12.0,5.0,0.0,5557.0,4489.0,23.8,9.0,2740.0,1395.0,0.4,1720.0,115.0,115.0,6714.0,4041.0,57.5,68.36,68.45,8.15,9.98,17.52,15.8,,2026-08-09T05:47:28,https://www.screener.in/company/UNOMINDA/consolidated/
UPL,48356.0,573.0,24.5,10.1,5.64,411.0,13.0,-1.0,6.0,36.0,-21.0,-10.0,-73.0,-176.0,False,13.0,15.0,2.0,0.0,10181.0,9216.0,10.5,9.0,23576.0,23939.0,0.68,7855.0,169.0,150.0,34527.0,26708.0,84.5,33.5,33.49,42.39,37.01,14.32,17.17,,2026-08-09T05:47:21,https://www.screener.in/company/UPL/consolidated/
UBL,35988.0,1361.0,104.0,10.7,7.69,171.0,1.0,7.0,17.0,-26.0,2.0,24.0,166.0,184.0,False,9.0,11.0,0.0,0.0,3067.0,2864.0,7.1,1.0,1317.0,16.0,0.29,435.0,26.0,26.0,4496.0,3938.0,26.0,70.84,70.84,4.87,6.26,17.79,16.68,,2026-08-17T06:04:04,https://www.screener.in/company/UBL/consolidated/
VMM,50169.0,107.0,56.2,14.8,12.2,15.9,20.0,19.0,24.0,30.0,39.0,48.0,259.0,206.0,False,15.0,15.0,7.0,0.0,3727.0,3140.0,18.7,7.0,1988.0,1462.0,0.27,1621.0,4673.0,4507.0,2740.0,650.0,467.3,40.09,54.11,20.43,15.4,34.8,25.42,,2026-08-02T07:26:29,https://www.screener.in/company/VMM/consolidated/
VOLTAS,42519.0,1285.0,108.0,9.04,6.1,193.0,-8.0,14.0,14.0,-52.0,17.0,-6.0,113.0,236.0,False,3.8,6.0,0.0,0.0,4888.0,4768.0,2.5,1.0,992.0,651.0,0.16,71.0,33.0,33.0,6343.0,5419.0,33.0,30.3,30.3,16.94,20.26,38.93,35.62,,2026-08-09T05:48:17,https://www.screener.in/company/VOLTAS/consolidated/
WAAREEENER,77096.0,2680.0,19.2,38.8,32.8,502.0,94.0,58.0,69.0,81.0,100.0,143.0,892.0,773.0,False,18.0,23.0,9.0,0.0,7932.0,4426.0,79.2,9.0,3213.0,320.0,0.22,1627.0,288.0,243.0,14150.0,1595.0,28.8,64.12,64.22,8.57,6.35,4.08,2.82,,2026-08-02T07:23:52,https://www.screener.in/company/WAAREEENER/consolidated/
YESBANK,72033.0,23.0,19.1,5.98,7.1,16.7,0.0,10.0,9.0,38.0,69.0,25.0,1072.0,809.0,False,-7.0,-10.0,9.0,3.0,,,,,,,,21217.0,6276.0,5751.0,44882.0,34967.0,3138.0,,,46.12,44.95,24.04,20.79,,2026-07-26T07:26:13,https://www.screener.in/company/YESBANK/consolidated/
AARTIDRUGS,3767.0,413.0,19.5,11.9,13.4,170.0,11.0,-2.0,4.0,2.0,5.0,-7.0,50.0,54.0,False,14.0,13.0,0.0,1.0,703.0,591.0,19.0,6.0,577.0,609.0,0.37,254.0,91.0,93.0,1458.0,1100.0,9.1,54.43,54.72,1.52,2.68,10.29,9.9,,2026-08-19T05:36:29,https://www.screener.in/company/AARTIDRUGS/consolidated/
ADVENZYMES,3426.0,306.0,21.8,14.0,10.2,146.0,12.0,11.0,8.0,15.0,12.0,1.0,39.0,40.0,False,27.0,30.0,0.0,0.0,190.0,186.0,2.2,7.0,32.0,34.0,0.02,157.0,22.0,22.0,1610.0,1213.0,11.0,43.25,43.08,26.7,25.41,4.77,6.41,,2026-08-19T05:38:39,https://www.screener.in/company/ADVENZYMES/consolidated/
AHLUCONT,4422.0,660.0,19.7,20.4,13.8,307.0,12.0,17.0,18.0,1.0,11.0,28.0,10.0,51.0,False,4.2,9.0,0.0,0.0,1126.0,1005.0,12.0,6.0,73.0,58.0,0.04,281.0,13.0,13.0,2046.0,1215.0,6.5,55.32,55.32,14.05,12.85,22.32,23.8,,2026-08-25T05:36:16,https://www.screener.in/company/AHLUCONT/consolidated/
APLLTD,16117.0,820.0,21.6,12.6,13.4,289.0,14.0,9.0,6.0,26.0,28.0,-9.0,172.0,154.0,False,15.0,16.0,2.0,0.0,2150.0,1711.0,25.7,9.0,1430.0,722.0,0.25,783.0,39.0,39.0,5636.0,4331.0,19.5,69.87,69.74,4.17,4.04,15.93,16.3,,2026-08-19T05:37:08,https://www.screener.in/company/APLLTD/consolidated/
ALOKINDS,5993.0,12.1,,-3.95,,-43.4,4.0,-19.0,-1.0,19.0,3.0,11.0,-138.0,-172.0,False,6.0,2.0,1.0,4.0,993.0,932.0,6.5,2.0,26106.0,24163.0,,419.0,497.0,497.0,-22024.0,-19397.0,497.0,75.0,75.0,1.9,2.32,0.39,0.44,,2026-07-26T07:29:55,https://www.screener.in/company/ALOKINDS/consolidated/
ACI,6320.0,512.0,65.3,7.41,5.42,157.0,0.0,-9.0,,-49.0,-35.0,,30.0,40.0,False,21.0,27.0,0.0,0.0,327.0,292.0,12.0,1.0,466.0,69.0,0.24,140.0,25.0,25.0,1910.0,1406.0,12.5,53.43,53.44,11.0,11.16,24.18,25.51,,2026-08-17T06:07:00,https://www.screener.in/company/ACI/consolidated/
ARVINDFASN,5824.0,436.0,44.5,19.6,14.1,70.6,14.0,9.0,19.0,666.0,53.0,17.0,28.0,25.0,False,12.0,12.0,2.0,0.0,1278.0,1107.0,15.4,9.0,1336.0,1265.0,1.42,404.0,53.0,53.0,890.0,857.0,13.25,35.1,35.14,12.15,11.94,24.99,22.79,,2026-08-19T05:33:45,https://www.screener.in/company/ARVINDFASN/consolidated/
ASHOKA,3143.0,112.0,4.62,26.5,15.3,234.0,-25.0,-2.0,9.0,-62.0,35.0,24.0,127.0,227.0,False,17.0,32.0,0.0,0.0,1500.0,1887.0,-20.5,0.0,1608.0,5509.0,0.24,655.0,140.0,140.0,6439.0,1535.0,28.0,54.47,54.47,4.39,7.45,14.02,14.06,,2026-08-19T05:35:19,https://www.screener.in/company/ASHOKA/consolidated/
AURIONPRO,4019.0,727.0,19.2,16.3,13.4,314.0,15.0,29.0,30.0,8.0,31.0,34.0,45.0,51.0,False,17.0,20.0,0.0,0.0,358.0,337.0,6.2,9.0,61.0,88.0,0.04,56.0,54.0,23.0,1684.0,475.0,5.4,26.86,26.88,16.02,15.55,1.47,1.89,,2026-08-17T06:11:05,https://www.screener.in/company/AURIONPRO/consolidated/
AWFIS,1919.0,268.0,22.6,13.2,14.0,77.2,23.0,40.0,53.0,70.0,53.0,29.0,24.0,10.0,False,38.0,38.0,3.0,0.0,425.0,335.0,26.9,9.0,1501.0,693.0,2.71,616.0,72.0,30.0,481.0,-54.0,7.2,17.0,17.01,26.92,25.04,38.51,41.18,,2026-08-22T05:32:22,https://www.screener.in/company/AWFIS/consolidated/
BAJAJELEC,4058.0,352.0,,2.89,-0.72,138.0,-5.0,-3.0,-1.0,-143.0,,,48.0,1.0,False,7.0,3.1,1.0,1.0,1089.0,1065.0,2.3,1.0,159.0,101.0,0.1,619.0,23.0,23.0,1571.0,1884.0,11.5,62.7,62.71,5.37,7.75,16.82,15.87,,2026-08-22T05:33:21,https://www.screener.in/company/BAJAJELEC/consolidated/
BANCOINDIA,8954.0,626.0,18.5,30.9,31.2,118.0,22.0,19.0,21.0,11.0,25.0,33.0,122.0,110.0,False,18.0,19.0,1.0,0.0,1184.0,970.0,22.1,9.0,614.0,418.0,0.36,380.0,29.0,14.0,1656.0,987.0,14.5,67.88,67.88,3.92,4.4,0.24,0.29,,2026-08-19T05:34:34,https://www.screener.in/company/BANCOINDIA/consolidated/
BIRLACORPN,6795.0,882.0,12.2,9.78,7.83,956.0,4.0,4.0,7.0,35.0,134.0,-4.0,116.0,120.0,False,13.0,14.0,0.0,0.0,2646.0,2454.0,7.8,2.0,3391.0,4462.0,0.46,950.0,77.0,77.0,7288.0,5904.0,7.7,62.9,62.9,6.13,6.7,16.97,15.79,,2026-08-19T05:37:41,https://www.screener.in/company/BIRLACORPN/consolidated/
BORORENEW,7782.0,549.0,20.9,25.3,25.7,108.0,11.0,20.0,,751.0,68.0,,87.0,-203.0,True,31.0,18.0,4.0,6.0,406.0,347.0,17.0,4.0,162.0,421.0,0.11,423.0,14.0,13.0,1497.0,906.0,14.0,58.78,61.85,6.14,4.81,2.62,0.78,,2026-08-09T05:54:14,https://www.screener.in/company/BORORENEW/consolidated/
CMSINFO,4251.0,258.0,14.1,17.6,13.2,148.0,2.0,9.0,14.0,-20.0,2.0,13.0,84.0,94.0,False,27.0,25.0,0.0,1.0,635.0,627.0,1.3,3.0,221.0,0.0,0.09,390.0,165.0,154.0,2268.0,1408.0,16.5,0.0,0.0,22.7,33.15,36.0,28.69,,2026-08-17T06:06:57,https://www.screener.in/company/CMSINFO/consolidated/
CSBBANK,5543.0,320.0,8.34,7.05,13.5,282.0,25.0,25.0,19.0,11.0,5.0,24.0,150.0,119.0,False,-2.0,-8.0,8.0,2.0,,,,,,,,-314.0,174.0,174.0,4721.0,3030.0,17.4,40.0,40.0,12.63,14.23,15.07,16.1,,2026-08-17T06:08:54,https://www.screener.in/company/CSBBANK/
CAMPUS,6638.0,217.0,48.8,31.8,29.5,,68.0,26.0,261.0,307.0,42.0,149.0,29.0,10.0,False,18.0,24.0,1.0,0.0,338.0,275.0,22.9,1.0,289.0,199.0,0.68,18.0,152.0,0.1,275.0,202.0,30.4,72.08,72.13,6.03,5.99,11.39,11.82,,2026-08-17T06:08:22,https://www.screener.in/company/CAMPUS/consolidated/
CELLO,8252.0,374.0,26.0,17.4,13.2,122.0,7.0,9.0,17.0,-3.0,8.0,17.0,73.0,81.0,False,19.0,21.0,0.0,0.0,527.0,529.0,-0.4,0.0,38.0,335.0,0.01,255.0,110.0,98.0,2591.0,239.0,22.0,75.0,75.0,3.23,5.55,15.14,14.03,,2026-08-17T06:09:29,https://www.screener.in/company/CELLO/consolidated/
CENTURYPLY,16938.0,762.0,57.1,11.4,10.8,117.0,23.0,14.0,20.0,46.0,-12.0,6.0,83.0,53.0,False,13.0,11.0,5.0,4.0,1561.0,1169.0,33.5,9.0,1765.0,327.0,0.68,457.0,22.0,22.0,2588.0,1892.0,22.0,71.83,72.64,3.86,4.28,19.41,18.13,,2026-08-22T05:37:00,https://www.screener.in/company/CENTURYPLY/consolidated/
CERA,7565.0,5866.0,30.6,22.4,18.2,1049.0,5.0,10.0,10.0,7.0,17.0,17.0,47.0,47.0,False,13.0,14.0,0.0,0.0,422.0,401.0,5.2,4.0,67.0,45.0,0.05,122.0,6.0,6.0,1347.0,1009.0,1.2,54.41,54.41,15.42,15.83,14.07,13.55,,2026-08-22T05:33:24,https://www.screener.in/company/CERA/consolidated/
CRIZAC,3024.0,173.0,13.7,52.3,40.3,33.4,15.0,30.0,56.0,38.0,25.0,60.0,46.0,46.0,False,30.0,29.0,0.0,2.0,201.0,210.0,-4.3,0.0,2.0,0.0,0.0,144.0,35.0,10.0,550.0,213.0,17.5,79.94,79.94,1.61,3.74,3.22,3.8,,2026-08-22T05:32:32,https://www.screener.in/company/CRIZAC/consolidated/
DATAMATICS,4864.0,823.0,19.2,20.8,16.4,261.0,13.0,11.0,12.0,39.0,10.0,25.0,72.0,50.0,False,20.0,16.0,1.0,5.0,514.0,468.0,9.8,9.0,221.0,21.0,0.14,324.0,30.0,29.0,1514.0,1020.0,6.0,66.33,66.33,0.5,0.78,0.1,0.25,,2026-08-19T05:37:48,https://www.screener.in/company/DATAMATICS/consolidated/
DBL,6743.0,415.0,12.1,13.3,10.3,420.0,-19.0,-5.0,-2.0,22.0,61.0,19.0,128.0,271.0,False,18.0,20.0,0.0,0.0,2378.0,2620.0,-9.2,0.0,8041.0,6658.0,1.18,1204.0,162.0,146.0,6667.0,3855.0,16.2,63.14,63.14,1.99,2.91,6.12,6.13,,2026-08-19T05:35:03,https://www.screener.in/company/DBL/consolidated/
ELECTCAST,4373.0,70.7,27.5,5.0,3.04,95.8,-16.0,-7.0,11.0,-72.0,-18.0,-3.0,48.0,89.0,False,7.0,11.0,0.0,0.0,1426.0,1558.0,-8.5,0.0,1561.0,2667.0,0.26,1147.0,62.0,59.0,5862.0,4323.0,62.0,50.14,46.22,12.8,19.26,0.37,0.25,,2026-08-16T05:12:39,https://www.screener.in/company/ELECTCAST/consolidated/
ELLEN,4703.0,334.0,39.0,15.2,14.2,69.3,8.0,19.0,14.0,41.0,69.0,34.0,35.0,19.0,False,38.0,37.0,9.0,2.0,99.0,84.0,17.9,3.0,184.0,102.0,0.19,133.0,28.0,7.0,949.0,357.0,14.0,77.15,77.16,1.08,1.2,11.63,14.37,,2026-08-17T06:10:47,https://www.screener.in/company/ELLEN/
EMBDL,8512.0,61.2,,-2.38,-9.1,71.0,-21.0,43.0,3.0,-977.0,,,-323.0,123.0,False,-76.0,1.0,0.0,0.0,342.0,889.0,-61.5,0.0,5322.0,693.0,0.54,44.0,278.0,108.0,9590.0,3122.0,139.0,42.65,42.66,23.43,26.65,3.02,3.63,64.9,2026-07-26T07:28:18,https://www.screener.in/company/EMBDL/consolidated/
EIEL,3742.0,213.0,19.8,20.4,17.0,70.2,7.0,50.0,56.0,7.0,51.0,85.0,54.0,74.0,False,19.0,25.0,0.0,0.0,427.0,393.0,8.7,7.0,422.0,65.0,0.34,-63.0,176.0,26.0,1057.0,101.0,17.6,70.19,70.11,0.67,0.42,0.7,1.26,,2026-08-09T05:52:40,https://www.screener.in/company/EIEL/consolidated/
EUREKAFORB,8273.0,428.0,40.7,5.91,4.28,238.0,12.0,9.0,222.0,21.0,66.0,161.0,57.0,39.0,False,10.0,10.0,2.0,0.0,700.0,608.0,15.1,9.0,29.0,140.0,0.01,250.0,193.0,193.0,4406.0,3904.0,19.3,62.55,62.56,13.24,13.72,6.7,6.38,53.7,2026-08-19T05:40:31,https://www.screener.in/company/EUREKAFORB/consolidated/
FIEMIND,6151.0,2337.0,23.4,29.3,22.6,462.0,17.0,15.0,18.0,25.0,22.0,39.0,65.0,58.0,False,13.0,14.0,9.0,0.0,775.0,659.0,17.6,9.0,66.0,24.0,0.05,161.0,26.0,13.0,1189.0,748.0,2.6,54.51,54.51,7.03,7.19,11.6,10.05,,2026-08-17T06:04:49,https://www.screener.in/company/FIEMIND/consolidated/
FINPIPE,9782.0,158.0,15.9,12.7,9.73,100.0,-2.0,-2.0,4.0,55.0,38.0,-4.0,115.0,98.0,False,12.0,9.0,4.0,4.0,884.0,1043.0,-15.2,0.0,446.0,541.0,0.07,192.0,124.0,124.0,6091.0,4779.0,62.0,52.47,52.47,5.85,5.93,11.35,12.11,,2026-08-19T05:36:56,https://www.screener.in/company/FINPIPE/consolidated/
GHCL,4123.0,448.0,9.04,17.4,13.0,386.0,-4.0,-12.0,4.0,-24.0,-25.0,7.0,116.0,150.0,False,22.0,28.0,0.0,0.0,791.0,781.0,1.3,1.0,83.0,361.0,0.02,687.0,92.0,96.0,3460.0,3860.0,9.2,19.83,18.97,22.44,25.67,11.2,10.52,,2026-08-19T05:40:55,https://www.screener.in/company/GHCL/consolidated/
GMMPFAUDLR,4612.0,1026.0,36.7,13.6,6.69,268.0,14.0,4.0,29.0,49.0,-23.0,-4.0,22.0,10.0,False,10.0,13.0,2.0,0.0,925.0,795.0,16.4,6.0,1041.0,973.0,0.86,389.0,9.0,9.0,1196.0,795.0,4.5,25.18,25.18,14.39,20.77,18.42,16.2,,2026-08-19T05:33:42,https://www.screener.in/company/GMMPFAUDLR/consolidated/
GMRP&UI,7622.0,97.6,,12.0,-14.3,24.4,16.0,10.0,22.0,38.0,,13.0,-114.0,49.0,False,23.0,17.0,0.0,2.0,2004.0,1737.0,15.4,9.0,11594.0,8216.0,6.09,1260.0,391.0,302.0,1513.0,-2923.0,78.2,46.28,50.56,16.0,3.89,5.47,1.77,60.0,2026-07-26T07:29:14,https://www.screener.in/company/GMRP%26UI/consolidated/
GOKEX,5742.0,784.0,55.8,8.39,4.72,295.0,8.0,22.0,27.0,-40.0,-14.0,32.0,44.0,41.0,False,10.0,10.0,1.0,0.0,1154.0,956.0,20.7,2.0,1273.0,154.0,0.59,52.0,37.0,30.0,2124.0,856.0,7.4,9.15,9.16,14.46,22.93,43.41,38.94,96.3,2026-08-16T05:19:40,https://www.screener.in/company/GOKEX/consolidated/
GREAVESCOT,4632.0,199.0,46.5,10.1,8.1,61.4,21.0,8.0,18.0,49.0,10.0,27.0,6.16,20.85,False,5.78,7.64,0.0,0.0,974.12,745.43,30.7,7.0,394.0,28.0,0.28,33.0,47.0,46.0,1384.0,1540.0,23.5,55.77,55.8,1.35,2.64,4.17,3.8,,2026-08-09T05:52:30,https://www.screener.in/company/GREAVESCOT/consolidated/
GSFC,6501.0,163.0,9.4,7.16,5.51,308.0,29.0,-1.0,7.0,8.0,-19.0,10.0,159.0,139.0,False,6.0,9.0,1.0,0.0,3583.0,2184.0,64.1,5.0,27.0,2.0,0.0,136.0,80.0,80.0,12187.0,11960.0,40.0,37.84,37.84,12.36,12.29,7.32,7.81,,2026-08-19T05:37:28,https://www.screener.in/company/GSFC/consolidated/
HGINFRA,3280.0,503.0,12.6,11.3,8.52,501.0,-3.0,4.0,15.0,-40.0,-19.0,2.0,-45.0,99.0,False,28.0,18.0,0.0,1.0,1101.0,1482.0,-25.7,0.0,5029.0,1910.0,1.54,250.0,65.0,65.0,3200.0,1857.0,6.5,71.78,71.78,1.37,2.32,10.11,11.61,,2026-08-25T05:35:26,https://www.screener.in/company/HGINFRA/consolidated/
HAPPSTMNDS,6208.0,408.0,26.5,13.3,13.8,111.0,12.0,17.0,25.0,18.0,-1.0,7.0,68.0,57.0,False,19.0,17.0,2.0,2.0,629.0,550.0,14.4,9.0,1494.0,534.0,0.88,261.0,30.0,29.0,1659.0,810.0,15.0,44.21,44.21,6.0,5.39,5.66,10.2,,2026-08-09T05:51:52,https://www.screener.in/company/HAPPSTMNDS/consolidated/
HEMIPROP,3722.0,131.0,,-1.14,-2.7,15.2,-4.0,-21.0,,-46.0,-36.0,-13.0,-3.2,-2.64,False,-1080.0,-945.83,0.0,0.0,0.15,0.24,-37.5,0.0,87.0,65.0,0.2,-151.0,285.0,285.0,149.0,81.0,28.5,51.12,51.12,1.08,0.79,0.29,0.36,,2026-08-22T05:35:19,https://www.screener.in/company/HEMIPROP/
HERITGFOOD,3322.0,358.0,26.2,14.8,12.6,119.0,12.0,12.0,13.0,-28.0,34.0,-3.0,25.0,41.0,False,4.6,6.0,0.0,0.0,1338.0,1137.0,17.7,9.0,361.0,168.0,0.33,237.0,46.0,46.0,1057.0,679.0,9.2,41.3,41.3,1.98,4.6,6.38,4.31,,2026-08-19T05:34:24,https://www.screener.in/company/HERITGFOOD/consolidated/
IFBIND,5653.0,1395.0,33.1,19.5,15.7,246.0,14.0,10.0,15.0,59.0,145.0,18.0,43.0,26.0,False,6.0,4.6,2.0,2.0,1585.0,1338.0,18.5,9.0,156.0,353.0,0.16,299.0,41.0,41.0,954.0,626.0,4.1,74.96,74.96,0.79,0.92,6.15,6.22,,2026-08-19T05:37:11,https://www.screener.in/company/IFBIND/consolidated/
