symbol,market_cap_cr,current_price,pe,roce_pct,roe_pct,book_value,sales_growth_ttm,sales_growth_3y,sales_growth_5y,profit_growth_ttm,profit_growth_3y,profit_growth_5y,np_latest_q,np_yoy_q,loss_to_profit,opm_latest_q,opm_yoy_q,np_yoy_streak,opm_yoy_streak,sales_latest_q,sales_yoy_q,sales_yoy_pct,sales_yoy_streak,debt_cr,debt_3y_ago_cr,debt_to_equity,cfo_last_cr,equity_cap_now,equity_cap_3y_ago,reserves_now,reserves_3y_ago,shares_out_cr,promoter_pct,promoter_pct_4q_ago,fii_pct,fii_pct_4q_ago,dii_pct,dii_pct_4q_ago,pledge_pct,fetched_at,source
PAYTM,86044.0,1343.0,106.0,5.01,4.7,250.0,23.0,2.0,25.0,263.0,34.0,20.0,220.0,123.0,False,8.0,3.8,3.0,6.0,2448.0,1918.0,27.6,5.0,194.0,223.0,0.01,-743.0,64.0,63.0,15962.0,12952.0,64.0,,,48.09,51.71,24.87,19.95,,2026-08-02T07:20:35,https://www.screener.in/company/PAYTM/consolidated/
PFOCUS,22398.0,288.0,125.0,11.5,16.5,26.9,29.0,0.0,13.0,19.0,10.0,54.0,-46.0,110.0,False,24.0,24.0,0.0,0.0,1267.0,1023.0,23.9,7.0,5717.0,4892.0,2.74,1024.0,78.0,30.0,2011.0,-5.0,78.0,60.73,60.81,3.41,4.01,1.07,1.08,,2026-08-09T05:55:11,https://www.screener.in/company/PFOCUS/consolidated/
RKFORGE,13427.0,737.0,117.0,5.6,2.51,181.0,9.0,10.0,27.0,-60.0,-32.0,30.0,47.0,12.0,False,18.0,14.0,1.0,3.0,1217.0,1015.0,19.9,3.0,2449.0,1333.0,0.74,840.0,36.0,32.0,3254.0,1290.0,18.0,43.39,43.12,20.43,22.71,5.09,3.5,,2026-08-23T05:10:08,https://www.screener.in/company/RKFORGE/consolidated/
GVT&D,110698.0,4323.0,593.0,,18.6,41.9,,,,,,,,,False,,,,,,,,,896.0,,0.89,108.0,48.0,,955.0,,24.0,51.0,51.0,22.89,16.15,18.46,25.2,,2026-08-02T07:21:01,https://www.screener.in/company/GVT%26D/consolidated/
VMART,6429.0,808.0,46.4,13.2,14.2,120.0,19.0,15.0,29.0,161.0,144.0,83.0,47.0,34.0,False,15.0,14.0,1.0,9.0,1089.0,885.0,23.1,9.0,958.0,1332.0,1.01,501.0,79.0,20.0,872.0,829.0,7.9,44.15,44.18,16.47,17.46,30.9,32.11,,2026-08-19T05:35:12,https://www.screener.in/company/VMART/
ZYDUSWELL,16985.0,534.0,76.7,4.91,3.98,183.0,66.0,21.0,16.0,-31.0,-10.0,-2.0,119.0,128.0,False,17.0,18.0,0.0,0.0,1437.0,861.0,66.9,9.0,3203.0,297.0,0.55,226.0,64.0,64.0,5762.0,5059.0,32.0,69.63,69.64,3.32,3.43,19.13,18.76,,2026-08-09T05:38:09,https://www.screener.in/company/ZYDUSWELL/consolidated/
ASKAUTOLTD,12757.0,647.0,40.3,25.4,25.1,66.5,28.0,18.0,22.0,23.0,34.0,25.0,85.0,66.0,False,12.0,13.0,9.0,0.0,1358.0,891.0,52.4,9.0,679.0,328.0,0.52,301.0,39.0,39.0,1272.0,604.0,19.5,74.95,78.95,9.5,10.34,10.97,4.82,,2026-08-19T05:32:45,https://www.screener.in/company/ASKAUTOLTD/consolidated/
IIFL,26023.0,612.0,12.4,10.9,12.6,327.0,36.0,17.0,18.0,169.0,3.0,17.0,713.0,274.0,False,25.0,13.0,4.0,3.0,,,,,,,,-13976.0,85.0,76.0,13835.0,8916.0,42.5,24.84,24.86,23.86,26.77,7.5,9.13,,2026-08-09T05:47:12,https://www.screener.in/company/IIFL/consolidated/
INDIAGLYCO,7085.0,1057.0,22.4,12.4,11.3,438.0,12.0,17.0,13.0,30.0,39.0,14.0,97.0,73.0,False,15.0,14.0,9.0,1.0,1130.0,1040.0,8.7,5.0,1691.0,1112.0,0.58,769.0,34.0,31.0,2899.0,1870.0,6.8,59.63,61.02,2.24,2.62,5.21,1.34,,2026-08-17T06:06:30,https://www.screener.in/company/INDIAGLYCO/consolidated/
BSE,148509.0,3646.0,58.1,60.0,46.0,164.0,60.0,77.0,52.0,84.0,126.0,69.0,795.0,494.0,False,67.0,57.0,7.0,5.0,1564.0,847.0,84.7,9.0,0.0,0.0,0.0,3104.0,82.0,27.0,6591.0,2674.0,41.0,,,21.32,16.25,24.15,19.91,,2026-08-02T07:19:33,https://www.screener.in/company/BSE/consolidated/
PRIVISCL,14235.0,3644.0,40.7,22.3,26.0,361.0,22.0,17.0,15.0,61.0,144.0,27.0,83.0,58.0,False,23.0,24.0,9.0,0.0,666.0,559.0,19.1,9.0,1021.0,1079.0,0.72,550.0,39.0,39.0,1373.0,790.0,3.9,60.6,69.89,1.94,1.33,10.07,4.55,,2026-08-09T05:35:17,https://www.screener.in/company/PRIVISCL/consolidated/
GRINDWELL,22806.0,2060.0,52.3,21.2,16.2,229.0,13.0,7.0,13.0,18.0,3.0,12.0,115.0,94.0,False,20.0,18.0,5.0,2.0,803.0,703.0,14.2,4.0,61.0,51.0,0.02,542.0,55.0,55.0,2479.0,1750.0,11.0,58.04,58.04,5.21,6.38,19.59,18.37,,2026-08-23T05:10:19,https://www.screener.in/company/GRINDWELL/consolidated/
PPLPHARMA,26042.0,196.0,,2.52,-3.83,61.4,1.0,8.0,7.0,-296.0,-31.0,,-69.0,-82.0,False,9.0,6.0,1.0,1.0,2270.0,1934.0,17.4,1.0,5675.0,5637.0,0.7,1653.0,1327.0,1193.0,6835.0,5580.0,132.7,34.8,34.85,12.51,30.27,14.57,14.89,,2026-08-02T07:26:26,https://www.screener.in/company/PPLPHARMA/consolidated/
MOTILALOFS,52387.0,870.0,26.5,12.7,15.5,214.0,15.0,31.0,21.0,-29.0,26.0,7.0,1274.0,1163.0,False,57.0,63.0,1.0,0.0,3426.0,2737.0,25.2,3.0,21255.0,10278.0,1.65,-6071.0,60.0,15.0,12828.0,6237.0,60.0,67.2,67.69,6.86,7.52,6.78,5.84,,2026-08-09T05:48:41,https://www.screener.in/company/MOTILALOFS/consolidated/
DEEPAKFERT,19413.0,1538.0,19.7,11.6,11.3,542.0,14.0,1.0,15.0,0.0,-15.0,13.0,490.0,244.0,False,26.0,19.0,1.0,1.0,3256.0,2659.0,22.5,8.0,5670.0,3699.0,0.83,206.0,126.0,126.0,6718.0,4941.0,12.6,45.63,45.63,10.02,10.94,14.69,12.61,,2026-08-09T05:51:04,https://www.screener.in/company/DEEPAKFERT/consolidated/
NSLNISP,12136.0,41.4,207.0,3.06,0.45,45.0,60.0,,,102.0,,467.0,392.0,-473.0,True,21.0,-10.0,5.0,6.0,3879.0,2838.0,36.7,9.0,4613.0,3842.0,0.35,1796.0,2931.0,2931.0,10243.0,14118.0,293.1,60.79,60.79,5.48,5.13,15.78,15.34,,2026-07-26T07:28:14,https://www.screener.in/company/NSLNISP/
ACE,13031.0,1094.0,29.8,31.7,22.9,169.0,5.0,15.0,22.0,3.0,38.0,40.0,119.0,98.0,False,15.0,14.0,1.0,1.0,786.0,652.0,20.6,2.0,8.0,7.0,0.0,417.0,24.0,24.0,1987.0,895.0,12.0,65.42,65.42,7.82,10.36,2.59,1.83,,2026-08-09T05:53:07,https://www.screener.in/company/ACE/consolidated/
THERMAX,48376.0,4060.0,87.9,13.9,10.6,466.0,5.0,10.0,18.0,-18.0,7.0,18.0,22.0,151.0,False,3.0,10.0,0.0,0.0,2303.0,2158.0,6.7,3.0,2353.0,831.0,0.42,542.0,23.0,23.0,5527.0,3846.0,11.5,61.99,61.99,11.46,13.44,15.22,13.95,,2026-08-09T05:39:52,https://www.screener.in/company/THERMAX/consolidated/
KIRLPNU,9354.0,1440.0,35.6,29.6,22.6,192.0,9.0,,,24.0,,,33.0,25.0,False,15.0,12.0,9.0,4.0,303.0,282.0,7.4,9.0,3.0,0.0,0.0,233.0,13.0,13.0,1236.0,290.0,6.5,38.81,38.84,10.39,6.81,25.97,28.24,,2026-08-09T05:39:55,https://www.screener.in/company/KIRLPNU/consolidated/
AXISCADES,6656.0,1565.0,203.0,3.57,4.06,171.0,4.0,-14.0,0.0,-47.0,42.0,-1.0,-15.0,21.0,False,4.7,7.0,0.0,0.0,183.0,94.0,94.7,1.0,388.0,346.0,0.53,-1.0,21.0,19.0,706.0,319.0,4.2,58.03,58.08,1.45,2.17,1.96,1.16,,2026-08-17T06:02:54,https://www.screener.in/company/AXISCADES/consolidated/
CUB,21005.0,212.0,15.0,6.74,13.2,107.0,20.0,13.0,11.0,20.0,12.0,17.0,383.0,306.0,False,13.0,9.0,9.0,3.0,,,,,,,,802.0,74.0,74.0,10491.0,7383.0,74.0,,,18.65,25.96,44.84,36.75,,2026-08-09T05:49:18,https://www.screener.in/company/CUB/
TBOTEK,17736.0,1633.0,65.9,18.3,17.4,143.0,69.0,36.0,80.0,25.0,19.0,90.0,83.0,63.0,False,15.0,14.0,6.0,1.0,926.0,511.0,81.2,9.0,756.0,71.0,0.49,-21.0,11.0,10.0,1540.0,330.0,11.0,44.4,44.4,28.93,30.73,21.09,18.9,,2026-08-16T05:19:37,https://www.screener.in/company/TBOTEK/consolidated/
TI,14075.0,569.0,62.3,11.8,13.1,121.0,100.0,26.0,34.0,-19.0,53.0,54.0,32.0,89.0,False,16.0,23.0,0.0,0.0,1046.0,409.0,155.7,6.0,2301.0,256.0,0.77,-445.0,247.0,185.0,2735.0,298.0,24.7,31.67,37.2,16.88,19.45,6.28,3.82,,2026-08-16T05:17:25,https://www.screener.in/company/TI/consolidated/
LTF,78001.0,311.0,24.4,8.4,11.2,112.0,15.0,12.0,6.0,20.0,256.0,32.0,916.0,701.0,False,24.0,23.0,6.0,3.0,,,,,,,,-14189.0,2504.0,2480.0,25479.0,19049.0,250.4,65.96,66.1,7.71,6.4,14.9,14.33,,2026-08-02T07:23:32,https://www.screener.in/company/LTF/consolidated/
OPTIEMUS,5012.0,556.0,69.0,10.9,9.16,87.6,21.0,15.0,58.0,11.0,16.0,9.0,21.0,15.0,False,3.4,6.0,1.0,0.0,883.0,435.0,103.0,2.0,373.0,118.0,0.48,-12.0,89.0,86.0,688.0,297.0,8.9,71.53,72.42,3.21,2.61,2.27,1.72,,2026-08-17T06:07:26,https://www.screener.in/company/OPTIEMUS/consolidated/
ASTERDM,75809.0,870.0,210.0,11.4,10.7,88.3,16.0,16.0,-12.0,2.0,-1.0,23.0,29.0,94.0,False,20.0,19.0,0.0,2.0,1311.0,1078.0,21.6,9.0,2220.0,6075.0,0.49,656.0,518.0,500.0,4058.0,3574.0,51.8,53.72,40.39,10.32,18.46,16.48,26.12,,2026-08-09T05:33:58,https://www.screener.in/company/ASTERDM/consolidated/
ABDL,16767.0,599.0,75.2,18.4,14.3,59.4,8.0,8.0,11.0,-7.0,422.0,147.0,45.0,56.0,False,12.0,12.0,0.0,0.0,979.0,923.0,6.1,8.0,1151.0,793.0,0.69,362.0,56.0,49.0,1607.0,357.0,28.0,80.91,80.91,3.24,2.96,5.07,4.56,,2026-08-16T05:18:49,https://www.screener.in/company/ABDL/consolidated/
JLHL,10409.0,318.0,54.4,14.8,13.1,47.1,15.0,19.0,25.0,-1.0,37.0,143.0,38.0,44.0,False,19.0,22.0,0.0,0.0,411.0,353.0,16.4,9.0,584.0,469.0,0.38,268.0,66.0,57.0,1479.0,309.0,33.0,40.91,40.91,9.37,9.06,16.51,16.97,,2026-08-19T05:38:08,https://www.screener.in/company/JLHL/consolidated/
SMARTWORKS,5741.0,502.0,206.0,8.3,3.3,46.4,36.0,36.0,45.0,163.0,28.0,17.0,13.0,-4.0,True,63.0,64.0,5.0,0.0,546.0,379.0,44.1,5.0,4778.0,3913.0,9.02,1197.0,114.0,78.0,416.0,-46.0,11.4,58.33,58.18,0.28,0.93,8.92,9.03,,2026-08-19T05:38:26,https://www.screener.in/company/SMARTWORKS/consolidated/
BALUFORGE,6386.0,526.0,23.9,22.7,19.6,131.0,20.0,50.0,51.0,18.0,88.0,102.0,66.0,57.0,False,28.0,31.0,9.0,0.0,301.0,233.0,29.2,1.0,152.0,52.0,0.1,32.0,121.0,83.0,1473.0,114.0,12.1,53.51,54.85,5.04,8.33,0.95,0.83,,2026-08-17T06:03:16,https://www.screener.in/company/BALUFORGE/consolidated/
OBEROIRLTY,64539.0,1775.0,24.4,17.3,14.6,493.0,30.0,13.0,24.0,28.0,9.0,27.0,544.0,421.0,False,56.0,53.0,4.0,1.0,1301.0,988.0,31.7,4.0,2825.0,3944.0,0.16,1380.0,364.0,364.0,17558.0,11847.0,36.4,67.71,67.71,15.11,16.06,14.83,13.85,,2026-08-09T05:49:35,https://www.screener.in/company/OBEROIRLTY/consolidated/
POLYCAB,138871.0,9218.0,48.5,33.2,23.0,798.0,32.0,27.0,27.0,29.0,28.0,24.0,797.0,600.0,False,14.0,15.0,8.0,0.0,8210.0,5906.0,39.0,9.0,236.0,191.0,0.02,3811.0,151.0,150.0,11858.0,6481.0,15.1,61.46,61.53,19.0,13.96,7.62,11.7,,2026-08-09T05:38:58,https://www.screener.in/company/POLYCAB/consolidated/
BLUEJET,11241.0,594.0,79.8,57.3,52.1,,-7.0,,,-3.0,,,,,False,,,,,,,,,53.0,,0.16,129.0,10.0,,330.0,,5.0,73.15,79.81,0.63,1.14,9.11,4.65,,2026-08-09T05:51:41,https://www.screener.in/company/BLUEJET/consolidated/
DIXON,85899.0,14049.0,45.8,42.0,37.4,769.0,14.0,59.0,50.0,119.0,77.0,55.0,718.0,280.0,False,3.0,3.8,1.0,0.0,15548.0,12836.0,21.1,9.0,994.0,453.0,0.21,1782.0,12.0,12.0,4665.0,1273.0,6.0,28.55,28.92,17.87,20.69,28.38,28.93,,2026-08-02T07:19:54,https://www.screener.in/company/DIXON/consolidated/
POLYMED,17893.0,1765.0,55.9,14.0,11.2,306.0,18.0,19.0,19.0,-11.0,24.0,19.0,85.0,93.0,False,24.0,26.0,0.0,0.0,525.0,403.0,30.3,9.0,354.0,149.0,0.11,246.0,51.0,48.0,3055.0,1194.0,10.2,62.42,62.42,5.56,9.77,16.08,13.53,,2026-08-17T06:03:34,https://www.screener.in/company/POLYMED/consolidated/
IDFCFIRSTB,69616.0,80.8,30.2,5.98,3.78,56.2,12.0,21.0,20.0,77.0,-13.0,28.0,1148.0,453.0,False,-7.0,-17.0,4.0,2.0,,,,,,,,6817.0,8602.0,6618.0,38514.0,19229.0,860.2,0.0,0.0,36.1,24.64,24.35,24.33,,2026-07-26T07:26:20,https://www.screener.in/company/IDFCFIRSTB/consolidated/
SUDARSCHEM,9072.0,1140.0,489.0,5.46,0.54,439.0,193.0,62.0,39.0,-74.0,-25.0,-33.0,82.0,0.0,False,8.0,9.0,1.0,0.0,2790.0,1349.0,106.8,9.0,2473.0,829.0,0.72,344.0,16.0,14.0,3434.0,814.0,8.0,8.19,8.2,8.48,8.54,26.41,24.17,,2026-08-09T05:54:10,https://www.screener.in/company/SUDARSCHEM/consolidated/
PREMIERENE,46403.0,1022.0,30.7,33.3,42.4,95.1,20.0,76.0,62.0,63.0,370.0,133.0,457.0,278.0,False,30.0,33.0,8.0,0.0,2230.0,1621.0,37.6,8.0,3707.0,765.0,0.86,1261.0,45.0,26.0,4262.0,385.0,45.0,58.48,63.94,7.92,4.23,17.97,13.26,,2026-08-02T07:26:23,https://www.screener.in/company/PREMIERENE/consolidated/
JYOTICNC,17837.0,784.0,55.4,21.3,18.2,88.0,17.0,31.0,32.0,-4.0,157.0,45.0,57.0,71.0,False,21.0,24.0,0.0,0.0,508.0,410.0,23.9,9.0,853.0,835.0,0.43,54.0,45.0,33.0,1956.0,49.0,22.5,62.55,62.55,6.29,9.91,12.59,12.9,,2026-08-09T05:50:23,https://www.screener.in/company/JYOTICNC/consolidated/
APLAPOLLO,50520.0,1820.0,41.1,31.6,25.3,191.0,10.0,13.0,22.0,53.0,23.0,27.0,263.0,237.0,False,7.0,7.0,7.0,0.0,5607.0,5170.0,8.5,9.0,498.0,873.0,0.09,2103.0,56.0,55.0,5241.0,2950.0,28.0,28.25,28.3,35.12,33.72,18.58,18.92,,2026-08-02T07:13:39,https://www.screener.in/company/APLAPOLLO/consolidated/
CONCORDBIO,15752.0,1506.0,56.7,17.1,12.5,193.0,-7.0,7.0,11.0,-22.0,0.0,1.0,58.0,44.0,False,32.0,30.0,1.0,1.0,257.0,204.0,26.0,1.0,2.0,32.0,0.0,267.0,10.0,10.0,2007.0,1280.0,10.0,44.08,44.08,7.53,8.03,9.37,9.55,,2026-08-17T06:05:38,https://www.screener.in/company/CONCORDBIO/consolidated/
FEDFINA,5609.0,150.0,14.6,9.06,12.6,78.2,13.0,24.0,26.0,67.0,22.0,41.0,114.0,75.0,False,25.0,22.0,6.0,6.0,,,,,,,,-1664.0,374.0,322.0,2552.0,1034.0,37.4,60.67,60.88,9.3,1.17,10.89,19.36,,2026-08-09T05:39:28,https://www.screener.in/company/FEDFINA/
HCC,5614.0,21.4,40.8,22.8,9.06,8.12,-29.0,-22.0,-14.0,5428.0,32.0,19.0,59.0,90.0,False,17.0,21.0,0.0,0.0,992.0,1374.0,-27.8,0.0,1019.0,5512.0,0.48,892.0,262.0,151.0,1865.0,-866.0,262.0,16.18,16.72,11.38,9.58,3.7,6.79,82.4,2026-07-26T07:26:59,https://www.screener.in/company/HCC/consolidated/
PVRINOX,11529.0,1174.0,36.3,6.96,3.28,751.0,14.0,21.0,88.0,321.0,39.0,18.0,56.0,-54.0,True,33.0,28.0,7.0,6.0,1622.0,1450.0,11.9,5.0,6779.0,8052.0,0.92,2160.0,98.0,98.0,7280.0,7232.0,9.8,27.53,27.53,18.08,21.8,35.72,35.35,,2026-08-16T05:17:38,https://www.screener.in/company/PVRINOX/consolidated/
PARADEEP,15515.0,149.0,14.3,17.1,18.9,65.3,28.0,18.0,33.0,14.0,48.0,35.0,393.0,317.0,False,12.0,13.0,1.0,0.0,6124.0,4504.0,36.0,8.0,6906.0,4648.0,1.02,-1012.0,1038.0,814.0,5745.0,2690.0,103.8,57.86,57.2,5.1,15.01,18.07,14.56,,2026-08-09T05:50:30,https://www.screener.in/company/PARADEEP/consolidated/
V2RETAIL,7931.0,218.0,50.0,19.3,22.9,24.8,63.0,54.0,42.0,97.0,135.0,67.0,42.0,25.0,False,14.0,14.0,9.0,0.0,997.0,632.0,57.8,9.0,995.0,424.0,1.1,-103.0,36.0,34.0,866.0,213.0,36.0,51.43,54.22,3.11,2.1,10.65,7.12,,2026-08-17T06:04:35,https://www.screener.in/company/V2RETAIL/consolidated/
ETHOSLTD,7704.0,2879.0,72.9,9.82,7.77,556.0,30.0,27.0,33.0,14.0,17.0,83.0,29.0,19.0,False,13.0,13.0,1.0,0.0,462.0,346.0,33.5,9.0,322.0,121.0,0.22,90.0,27.0,23.0,1461.0,608.0,2.7,50.58,50.58,11.33,13.29,23.91,19.95,,2026-08-19T05:39:25,https://www.screener.in/company/ETHOSLTD/consolidated/
INDUSINDBK,78350.0,1006.0,59.2,5.68,1.36,844.0,-6.0,8.0,10.0,31.0,-51.0,-21.0,1037.0,604.0,False,-4.0,-11.0,2.0,2.0,,,,,,,,993.0,779.0,776.0,64961.0,54229.0,77.9,15.82,15.82,29.17,34.32,41.86,31.57,42.8,2026-08-23T05:07:31,https://www.screener.in/company/INDUSINDBK/consolidated/
TRITURBINE,20232.0,636.0,56.0,35.9,27.1,45.5,9.0,20.0,25.0,9.0,28.0,27.0,102.0,95.0,False,19.0,22.0,1.0,0.0,680.0,538.0,26.4,3.0,36.0,4.0,0.02,111.0,32.0,32.0,1414.0,729.0,32.0,55.84,55.84,20.58,23.6,15.99,13.88,,2026-08-09T05:51:31,https://www.screener.in/company/TRITURBINE/consolidated/
ATGL,72318.0,658.0,114.0,15.3,14.4,44.2,20.0,10.0,28.0,-2.0,6.0,7.0,142.0,165.0,False,15.0,21.0,0.0,0.0,1754.0,1379.0,27.2,9.0,2255.0,1422.0,0.46,1149.0,110.0,110.0,4755.0,2831.0,110.0,74.8,74.8,12.77,12.88,6.34,6.23,,2026-08-09T05:48:07,https://www.screener.in/company/ATGL/consolidated/
M&MFIN,53618.0,386.0,16.0,8.72,12.3,192.0,14.0,18.0,11.0,46.0,12.0,35.0,927.0,529.0,False,23.0,15.0,2.0,2.0,,,,,,,,-12772.0,278.0,247.0,26361.0,18313.0,139.0,52.49,52.49,9.53,9.59,31.48,32.29,,2026-08-02T07:25:29,https://www.screener.in/company/M%26MFIN/consolidated/
GLAXO,45740.0,2700.0,43.5,61.4,45.6,134.0,6.0,6.0,5.0,11.0,18.0,15.0,237.0,205.0,False,31.0,31.0,9.0,0.0,938.0,805.0,16.5,3.0,33.0,16.0,0.01,903.0,169.0,169.0,2098.0,1572.0,16.9,75.0,75.0,4.79,4.79,7.81,7.75,,2026-08-17T06:04:22,https://www.screener.in/company/GLAXO/consolidated/
CCL,15804.0,1184.0,40.7,15.8,18.0,176.0,44.0,29.0,29.0,25.0,11.0,16.0,115.0,102.0,False,16.0,20.0,5.0,0.0,1224.0,836.0,46.4,9.0,1324.0,920.0,0.56,858.0,27.0,27.0,2318.0,1471.0,13.5,46.14,46.11,12.07,10.52,21.1,21.83,,2026-07-26T07:18:45,https://www.screener.in/company/CCL/consolidated/
SANDUMA,9593.0,197.0,12.9,24.2,23.0,66.9,45.0,34.0,,51.0,37.0,,228.0,167.0,False,25.0,26.0,2.0,0.0,1375.0,1135.0,21.1,9.0,999.0,206.0,0.31,1143.0,486.0,27.0,2768.0,1907.0,48.6,74.22,74.22,1.73,1.01,0.58,0.7,,2026-08-17T06:06:12,https://www.screener.in/company/SANDUMA/consolidated/
ABSLAMC,29658.0,1025.0,29.4,32.2,25.2,140.0,7.0,15.0,11.0,4.0,18.0,13.0,309.0,277.0,False,56.0,59.0,1.0,0.0,463.0,447.0,3.6,9.0,64.0,48.0,0.02,812.0,144.0,144.0,3897.0,2373.0,28.8,74.72,74.85,4.41,6.18,14.26,10.3,,2026-08-09T05:54:40,https://www.screener.in/company/ABSLAMC/consolidated/
NAUKRI,75573.0,1166.0,53.1,5.43,3.91,585.0,15.0,12.0,24.0,276.0,91.0,62.0,756.0,678.0,False,38.0,31.0,6.0,1.0,869.0,750.0,15.9,9.0,259.0,108.0,0.01,1076.0,130.0,129.0,37784.0,13269.0,65.0,37.48,37.59,23.72,30.33,27.83,21.01,,2026-07-26T07:20:36,https://www.screener.in/company/NAUKRI/consolidated/
PERSISTENT,87535.0,5549.0,45.4,34.4,27.2,497.0,24.0,21.0,29.0,39.0,28.0,36.0,529.0,396.0,False,19.0,18.0,9.0,4.0,4056.0,3242.0,25.1,9.0,477.0,655.0,0.06,1767.0,79.0,76.0,7759.0,3889.0,15.8,30.29,30.56,20.79,21.24,30.25,30.6,,2026-08-02T07:21:31,https://www.screener.in/company/PERSISTENT/consolidated/
INDIGOPNTS,5442.0,1140.0,32.9,18.6,13.7,242.0,10.0,9.0,,17.0,4.0,,42.0,26.0,False,17.0,14.0,4.0,1.0,370.0,309.0,19.7,4.0,21.0,12.0,0.02,223.0,48.0,48.0,1106.0,729.0,4.8,53.88,53.88,5.73,11.81,25.25,19.68,,2026-08-19T05:41:09,https://www.screener.in/company/INDIGOPNTS/consolidated/
GMDCLTD,18533.0,583.0,32.5,10.8,8.34,222.0,2.0,-9.0,15.0,-14.0,-22.0,8.0,163.0,164.0,False,21.0,23.0,0.0,0.0,907.0,733.0,23.7,2.0,317.0,2.0,0.04,744.0,64.0,64.0,7009.0,5722.0,32.0,74.0,74.0,3.66,3.32,0.81,0.76,,2026-08-09T05:50:47,https://www.screener.in/company/GMDCLTD/consolidated/
NMDC,73464.0,83.6,9.86,27.6,23.4,38.7,34.0,22.0,16.0,14.0,17.0,4.0,2027.0,1477.0,False,23.0,29.0,1.0,0.0,11343.0,7005.0,61.9,9.0,6407.0,2128.0,0.19,4996.0,879.0,293.0,33183.0,22328.0,879.0,60.79,60.79,13.59,13.04,13.8,14.38,,2026-07-26T07:26:16,https://www.screener.in/company/NMDC/consolidated/
SHAREINDIA,3841.0,176.0,10.5,18.4,13.0,120.0,15.0,11.0,27.0,18.0,0.0,32.0,124.0,84.0,False,45.0,40.0,3.0,5.0,448.0,341.0,31.4,3.0,695.0,202.0,0.26,-182.0,44.0,33.0,2591.0,973.0,22.0,48.62,48.61,1.87,0.72,0.48,0.4,57.8,2026-08-17T06:08:00,https://www.screener.in/company/SHAREINDIA/consolidated/
ANGELONE,26680.0,292.0,25.8,14.8,15.6,67.2,9.0,20.0,32.0,4.0,1.0,25.0,231.0,114.0,False,34.0,24.0,2.0,3.0,1430.0,1141.0,25.3,3.0,7951.0,788.0,1.3,-4142.0,91.0,83.0,6027.0,2078.0,91.0,28.59,28.92,13.76,13.11,20.34,14.87,,2026-08-09T05:39:09,https://www.screener.in/company/ANGELONE/consolidated/
AGARWALEYE,15953.0,503.0,108.0,11.1,6.81,63.9,23.0,27.0,35.0,43.0,13.0,34.0,55.0,38.0,False,28.0,26.0,7.0,2.0,614.0,487.0,26.1,7.0,1066.0,857.0,0.53,519.0,32.0,8.0,1994.0,622.0,32.0,32.34,32.43,57.97,58.13,7.72,7.92,,2026-08-19T05:39:35,https://www.screener.in/company/AGARWALEYE/consolidated/
OLECTRA,11368.0,1385.0,64.0,21.0,15.6,150.0,28.0,28.0,52.0,27.0,39.0,85.0,57.0,21.0,False,15.0,12.0,1.0,1.0,645.0,449.0,43.7,8.0,380.0,134.0,0.31,104.0,33.0,33.0,1195.0,807.0,8.25,50.02,50.02,7.95,7.04,0.58,0.69,,2026-08-09T05:51:59,https://www.screener.in/company/OLECTRA/consolidated/
JKPAPER,6907.0,381.0,21.2,7.39,4.77,304.0,10.0,3.0,21.0,-4.0,-40.0,3.0,136.0,84.0,False,15.0,15.0,2.0,0.0,1887.0,1661.0,13.6,4.0,2578.0,2803.0,0.47,773.0,181.0,169.0,5339.0,3865.0,18.1,52.94,49.63,11.39,11.5,6.27,5.58,,2026-08-17T06:04:52,https://www.screener.in/company/JKPAPER/consolidated/
AEGISVOPAK,31611.0,285.0,117.0,7.56,11.0,38.7,26.0,38.0,,43.0,1472.0,,69.0,79.0,False,77.0,75.0,0.0,3.0,234.0,208.0,12.5,5.0,3731.0,2374.0,0.87,702.0,1108.0,1.0,3183.0,952.0,110.8,86.94,86.94,5.35,6.07,5.3,5.03,,2026-08-09T05:49:32,https://www.screener.in/company/AEGISVOPAK/consolidated/
HCG,10869.0,728.0,226.0,8.31,2.55,89.2,14.0,15.0,20.0,30.0,-1.0,18.0,16.0,6.0,False,18.0,18.0,1.0,0.0,695.0,613.0,13.4,9.0,1735.0,901.0,1.3,347.0,149.0,139.0,1183.0,721.0,14.9,64.21,63.78,2.73,3.59,19.2,18.36,,2026-08-19T05:33:33,https://www.screener.in/company/HCG/consolidated/
ASHAPURMIN,7053.0,738.0,17.2,20.7,28.0,173.0,63.0,42.0,35.0,19.0,51.0,43.0,108.0,114.0,False,11.0,13.0,0.0,0.0,1616.0,1356.0,19.2,8.0,1444.0,758.0,0.88,463.0,19.0,18.0,1630.0,646.0,9.5,48.04,47.79,19.22,18.02,0.4,0.35,,2026-08-09T05:53:47,https://www.screener.in/company/ASHAPURMIN/consolidated/
STAR,8987.0,975.0,15.5,18.3,20.0,337.0,8.0,10.0,8.0,55.0,71.0,20.0,165.0,106.0,False,18.0,19.0,4.0,0.0,1265.0,1120.0,12.9,9.0,1758.0,3030.0,0.57,703.0,92.0,90.0,3015.0,2122.0,9.2,27.91,27.86,28.4,28.51,15.42,12.98,38.1,2026-08-17T06:03:58,https://www.screener.in/company/STAR/consolidated/
